name,Eventos,Valor Empenhado,Grupo
Jari/RS,2,0.0,No earmark
Jóia/RS,3,0.0,No earmark
Júlio de Castilhos/RS,5,0.0,No earmark
Lagoa Bonita do Sul/RS,3,0.0,No earmark
Lagoão/RS,3,0.0,No earmark
Lagoa dos Três Cantos/RS,2,0.0,No earmark
Lagoa Vermelha/RS,5,0.0,No earmark
Lajeado/RS,14,0.0,No earmark
Lajeado do Bugre/RS,1,0.0,No earmark
Lavras do Sul/RS,2,0.0,No earmark
Liberato Salzano/RS,3,0.0,No earmark
Lindolfo Collor/RS,3,0.0,No earmark
Linha Nova/RS,1,0.0,No earmark
Machadinho/RS,1,0.0,No earmark
Maçambará/RS,2,0.0,No earmark
Mampituba/RS,2,0.0,No earmark
Manoel Viana/RS,3,0.0,No earmark
Maquiné/RS,4,0.0,No earmark
Maratá/RS,3,0.0,No earmark
Marau/RS,3,0.0,No earmark
Marcelino Ramos/RS,7,0.0,No earmark
Mariana Pimentel/RS,1,0.0,No earmark
Mariano Moro/RS,2,0.0,No earmark
Marques de Souza/RS,3,0.0,No earmark
Mata/RS,5,0.0,No earmark
Mato Castelhano/RS,3,0.0,No earmark
Mato Leitão/RS,1,0.0,No earmark
Mato Queimado/RS,1,0.0,No earmark
Maximiliano de Almeida/RS,4,0.0,No earmark
Minas do Leão/RS,1,0.0,No earmark
Miraguaí/RS,2,0.0,No earmark
Montauri/RS,1,0.0,No earmark
Monte Alegre dos Campos/RS,1,0.0,No earmark
Monte Belo do Sul/RS,3,0.0,No earmark
Montenegro/RS,5,0.0,No earmark
Mormaço/RS,2,0.0,No earmark
Morrinhos do Sul/RS,5,0.0,No earmark
Morro Redondo/RS,2,0.0,No earmark
Morro Reuter/RS,2,0.0,No earmark
Mostardas/RS,4,0.0,No earmark
Muçum/RS,3,0.0,No earmark
Muitos Capões/RS,1,0.0,No earmark
Muliterno/RS,2,0.0,No earmark
Não-Me-Toque/RS,2,0.0,No earmark
Nicolau Vergueiro/RS,2,0.0,No earmark
Nonoai/RS,5,0.0,No earmark
Nova Alvorada/RS,2,0.0,No earmark
Nova Araçá/RS,1,0.0,No earmark
Nova Bassano/RS,2,0.0,No earmark
Nova Boa Vista/RS,3,0.0,No earmark
Nova Bréscia/RS,1,0.0,No earmark
Nova Esperança do Sul/RS,3,0.0,No earmark
Nova Hartz/RS,2,0.0,No earmark
Nova Pádua/RS,2,0.0,No earmark
Nova Palma/RS,7,0.0,No earmark
Nova Petrópolis/RS,3,0.0,No earmark
Nova Prata/RS,2,0.0,No earmark
Nova Ramada/RS,1,0.0,No earmark
Nova Roma do Sul/RS,4,0.0,No earmark
Nova Santa Rita/RS,5,0.0,No earmark
Novo Cabrais/RS,2,0.0,No earmark
Novo Hamburgo/RS,7,0.0,No earmark
Novo Machado/RS,2,0.0,No earmark
Novo Tiradentes/RS,2,0.0,No earmark
Novo Xingu/RS,2,0.0,No earmark
Novo Barreiro/RS,4,0.0,No earmark
Osório/RS,2,0.0,No earmark
Paim Filho/RS,2,0.0,No earmark
Palmares do Sul/RS,1,0.0,No earmark
Palmeira das Missões/RS,4,0.0,No earmark
Palmitinho/RS,2,0.0,No earmark
Panambi/RS,4,0.0,No earmark
Pantano Grande/RS,4,0.0,No earmark
Paraí/RS,3,0.0,No earmark
Paraíso do Sul/RS,5,0.0,No earmark
Pareci Novo/RS,6,0.0,No earmark
Parobé/RS,6,0.0,No earmark
Passa Sete/RS,9,0.0,No earmark
Passo do Sobrado/RS,3,0.0,No earmark
Passo Fundo/RS,2,0.0,No earmark
Paulo Bento/RS,2,0.0,No earmark
Paverama/RS,3,0.0,No earmark
Pedras Altas/RS,2,0.0,No earmark
Pedro Osório/RS,2,0.0,No earmark
Pejuçara/RS,1,0.0,No earmark
Pelotas/RS,4,0.0,No earmark
Picada Café/RS,3,0.0,No earmark
Pinhal/RS,2,0.0,No earmark
Pinhal Grande/RS,3,0.0,No earmark
Pinheirinho do Vale/RS,2,0.0,No earmark
Pinheiro Machado/RS,9,0.0,No earmark
Pinto Bandeira/RS,1,0.0,No earmark
Pirapó/RS,2,0.0,No earmark
Piratini/RS,4,0.0,No earmark
Planalto/RS,3,0.0,No earmark
Poço das Antas/RS,2,0.0,No earmark
Pontão/RS,2,0.0,No earmark
Ponte Preta/RS,5,0.0,No earmark
Portão/RS,2,0.0,No earmark
Porto Alegre/RS,7,0.0,No earmark
Porto Lucena/RS,2,0.0,No earmark
Porto Mauá/RS,2,0.0,No earmark
Porto Vera Cruz/RS,3,0.0,No earmark
Porto Xavier/RS,4,0.0,No earmark
Pouso Novo/RS,2,0.0,No earmark
Presidente Lucena/RS,3,0.0,No earmark
Progresso/RS,2,0.0,No earmark
Protásio Alves/RS,2,0.0,No earmark
Putinga/RS,4,0.0,No earmark
Quaraí/RS,2,0.0,No earmark
Quatro Irmãos/RS,1,0.0,No earmark
Quevedos/RS,4,0.0,No earmark
Quinze de Novembro/RS,2,0.0,No earmark
Redentora/RS,2,0.0,No earmark
Relvado/RS,4,0.0,No earmark
Restinga Seca/RS,3,0.0,No earmark
Rio dos Índios/RS,2,0.0,No earmark
Rio Grande/RS,5,0.0,No earmark
Rio Pardo/RS,3,0.0,No earmark
Riozinho/RS,3,0.0,No earmark
Roca Sales/RS,7,0.0,No earmark
Rodeio Bonito/RS,2,0.0,No earmark
Rolador/RS,1,0.0,No earmark
Rolante/RS,3,0.0,No earmark
Ronda Alta/RS,3,0.0,No earmark
Rondinha/RS,2,0.0,No earmark
Roque Gonzales/RS,1,0.0,No earmark
Rosário do Sul/RS,3,0.0,No earmark
Sagrada Família/RS,3,0.0,No earmark
Saldanha Marinho/RS,1,0.0,No earmark
Salto do Jacuí/RS,1,0.0,No earmark
Salvador das Missões/RS,1,0.0,No earmark
Salvador do Sul/RS,3,0.0,No earmark
Sananduva/RS,3,0.0,No earmark
Santa Bárbara do Sul/RS,2,0.0,No earmark
Santa Clara do Sul/RS,2,0.0,No earmark
Santa Cruz do Sul/RS,2,0.0,No earmark
Santa Maria/RS,10,0.0,No earmark
Santa Maria do Herval/RS,3,0.0,No earmark
Santa Margarida do Sul/RS,3,0.0,No earmark
Santana da Boa Vista/RS,3,0.0,No earmark
Sant`Ana do Livramento/RS,1,0.0,No earmark
Santa Rosa/RS,1,0.0,No earmark
Santa Tereza/RS,6,0.0,No earmark
Santa Vitória do Palmar/RS,5,0.0,No earmark
Santiago/RS,4,0.0,No earmark
Santo Ângelo/RS,4,0.0,No earmark
Santo Antônio do Palma/RS,3,0.0,No earmark
Santo Antônio da Patrulha/RS,8,0.0,No earmark
Santo Antônio das Missões/RS,1,0.0,No earmark
Santo Augusto/RS,2,0.0,No earmark
Santo Cristo/RS,2,0.0,No earmark
Santo Expedito do Sul/RS,4,0.0,No earmark
São Borja/RS,4,0.0,No earmark
São Domingos do Sul/RS,3,0.0,No earmark
São Francisco de Assis/RS,4,0.0,No earmark
São Francisco de Paula/RS,2,0.0,No earmark
São Gabriel/RS,2,0.0,No earmark
São Jerônimo/RS,4,0.0,No earmark
São João da Urtiga/RS,3,0.0,No earmark
São João do Polêsine/RS,3,0.0,No earmark
São Jorge/RS,2,0.0,No earmark
São José das Missões/RS,2,0.0,No earmark
São José do Herval/RS,2,0.0,No earmark
São José do Hortêncio/RS,3,0.0,No earmark
São José do Inhacorá/RS,1,0.0,No earmark
São José do Norte/RS,5,0.0,No earmark
São José do Ouro/RS,2,0.0,No earmark
São José do Sul/RS,3,0.0,No earmark
São José dos Ausentes/RS,2,0.0,No earmark
São Leopoldo/RS,4,0.0,No earmark
São Lourenço do Sul/RS,5,0.0,No earmark
São Luiz Gonzaga/RS,1,0.0,No earmark
São Marcos/RS,2,0.0,No earmark
São Martinho/RS,1,0.0,No earmark
São Martinho da Serra/RS,5,0.0,No earmark
São Miguel das Missões/RS,2,0.0,No earmark
São Nicolau/RS,2,0.0,No earmark
São Paulo das Missões/RS,1,0.0,No earmark
São Pedro da Serra/RS,1,0.0,No earmark
São Pedro das Missões/RS,2,0.0,No earmark
São Pedro do Butiá/RS,1,0.0,No earmark
São Pedro do Sul/RS,2,0.0,No earmark
São Sebastião do Caí/RS,5,0.0,No earmark
São Sepé/RS,9,0.0,No earmark
São Valentim/RS,2,0.0,No earmark
São Valentim do Sul/RS,3,0.0,No earmark
São Valério do Sul/RS,2,0.0,No earmark
São Vendelino/RS,5,0.0,No earmark
São Vicente do Sul/RS,5,0.0,No earmark
Sapiranga/RS,5,0.0,No earmark
Sapucaia do Sul/RS,4,0.0,No earmark
Sarandi/RS,1,0.0,No earmark
Seberi/RS,3,0.0,No earmark
Sede Nova/RS,2,0.0,No earmark
Segredo/RS,3,0.0,No earmark
Selbach/RS,1,0.0,No earmark
Senador Salgado Filho/RS,2,0.0,No earmark
Sentinela do Sul/RS,3,0.0,No earmark
Serafina Corrêa/RS,3,0.0,No earmark
Sério/RS,2,0.0,No earmark
Sertão/RS,3,0.0,No earmark
Sertão Santana/RS,1,0.0,No earmark
Sete de Setembro/RS,1,0.0,No earmark
Severiano de Almeida/RS,2,0.0,No earmark
Silveira Martins/RS,3,0.0,No earmark
Sinimbu/RS,3,0.0,No earmark
Sobradinho/RS,4,0.0,No earmark
Soledade/RS,2,0.0,No earmark
Tabaí/RS,2,0.0,No earmark
Tapera/RS,1,0.0,No earmark
Tapes/RS,4,0.0,No earmark
Taquara/RS,7,0.0,No earmark
Taquari/RS,5,0.0,No earmark
Taquaruçu do Sul/RS,2,0.0,No earmark
Tavares/RS,2,0.0,No earmark
Tenente Portela/RS,2,0.0,No earmark
Terra de Areia/RS,3,0.0,No earmark
Teutônia/RS,3,0.0,No earmark
Tio Hugo/RS,1,0.0,No earmark
Tiradentes do Sul/RS,2,0.0,No earmark
Toropi/RS,3,0.0,No earmark
Torres/RS,2,0.0,No earmark
Travesseiro/RS,2,0.0,No earmark
Três Arroios/RS,3,0.0,No earmark
Três Cachoeiras/RS,4,0.0,No earmark
Três Coroas/RS,3,0.0,No earmark
Três de Maio/RS,3,0.0,No earmark
Três Forquilhas/RS,4,0.0,No earmark
Três Palmeiras/RS,1,0.0,No earmark
Três Passos/RS,2,0.0,No earmark
Trindade do Sul/RS,2,0.0,No earmark
Triunfo/RS,3,0.0,No earmark
Tucunduva/RS,2,0.0,No earmark
Tunas/RS,3,0.0,No earmark
Tupanci do Sul/RS,2,0.0,No earmark
Tupanciretã/RS,4,0.0,No earmark
Tupandi/RS,3,0.0,No earmark
Tuparendi/RS,1,0.0,No earmark
Turuçu/RS,3,0.0,No earmark
Ubiretama/RS,2,0.0,No earmark
União da Serra/RS,2,0.0,No earmark
Unistalda/RS,1,0.0,No earmark
Uruguaiana/RS,5,0.0,No earmark
Vacaria/RS,2,0.0,No earmark
Vale Verde/RS,4,0.0,No earmark
Vale do Sol/RS,1,0.0,No earmark
Vale Real/RS,3,0.0,No earmark
Vanini/RS,1,0.0,No earmark
Venâncio Aires/RS,4,0.0,No earmark
Vera Cruz/RS,2,0.0,No earmark
Veranópolis/RS,3,0.0,No earmark
Vespasiano Correa/RS,3,0.0,No earmark
Viadutos/RS,3,0.0,No earmark
Viamão/RS,2,0.0,No earmark
Vicente Dutra/RS,2,0.0,No earmark
Victor Graeff/RS,1,0.0,No earmark
Vila Flores/RS,1,0.0,No earmark
Vila Maria/RS,3,0.0,No earmark
Vila Nova do Sul/RS,2,0.0,No earmark
Vista Alegre/RS,3,0.0,No earmark
Vista Alegre do Prata/RS,1,0.0,No earmark
Vista Gaúcha/RS,2,0.0,No earmark
Vitória das Missões/RS,1,0.0,No earmark
Westfalia/RS,3,0.0,No earmark
Água Clara/MS,5,0.0,No earmark
Amambai/MS,3,0.0,No earmark
Antônio João/MS,2,0.0,No earmark
Aquidauana/MS,3,0.0,No earmark
Aral Moreira/MS,1,0.0,No earmark
Bataguassu/MS,3,0.0,No earmark
Batayporã/MS,3,0.0,No earmark
Bela Vista/MS,5,0.0,No earmark
Bodoquena/MS,5,0.0,No earmark
Bonito/MS,2,0.0,No earmark
Campo Grande/MS,16,0.0,No earmark
Corguinho/MS,2,0.0,No earmark
Coronel Sapucaia/MS,10,0.0,No earmark
Corumbá/MS,2,0.0,No earmark
Coxim/MS,5,0.0,No earmark
Deodápolis/MS,3,0.0,No earmark
Dourados/MS,3,0.0,No earmark
Eldorado/MS,3,0.0,No earmark
Guia Lopes da Laguna/MS,1,0.0,No earmark
Iguatemi/MS,3,0.0,No earmark
Inocência/MS,1,0.0,No earmark
Itaquiraí/MS,2,0.0,No earmark
Ivinhema/MS,3,0.0,No earmark
Japorã/MS,3,0.0,No earmark
Jaraguari/MS,1,0.0,No earmark
Jardim/MS,4,0.0,No earmark
Juti/MS,7,0.0,No earmark
Ladário/MS,1,0.0,No earmark
Maracaju/MS,1,0.0,No earmark
Miranda/MS,2,0.0,No earmark
Mundo Novo/MS,3,0.0,No earmark
Naviraí/MS,2,0.0,No earmark
Nioaque/MS,23,0.0,No earmark
Paranhos/MS,2,0.0,No earmark
Pedro Gomes/MS,1,0.0,No earmark
Ponta Porã/MS,3,0.0,No earmark
Porto Murtinho/MS,1,0.0,No earmark
Ribas do Rio Pardo/MS,1,0.0,No earmark
Rio Verde de Mato Grosso/MS,8,0.0,No earmark
Santa Rita do Pardo/MS,1,0.0,No earmark
São Gabriel do Oeste/MS,1,0.0,No earmark
Sete Quedas/MS,2,0.0,No earmark
Sidrolândia/MS,3,0.0,No earmark
Sonora/MS,3,0.0,No earmark
Tacuru/MS,3,0.0,No earmark
Três Lagoas/MS,9,0.0,No earmark
Vicentina/MS,1,0.0,No earmark
Água Boa/MT,1,0.0,No earmark
Alto Paraguai/MT,2,0.0,No earmark
Aripuanã/MT,5,0.0,No earmark
Barão de Melgaço/MT,1,0.0,No earmark
Barra do Garças/MT,1,0.0,No earmark
Cáceres/MT,2,0.0,No earmark
Chapada dos Guimarães/MT,3,0.0,No earmark
Cláudia/MT,1,0.0,No earmark
Colniza/MT,5,0.0,No earmark
Confresa/MT,1,0.0,No earmark
Cuiabá/MT,2,2000000.0,Received
General Carneiro/MT,1,0.0,No earmark
Itanhangá/MT,3,0.0,No earmark
Juara/MT,1,0.0,No earmark
Juruena/MT,1,0.0,No earmark
Juscimeira/MT,1,0.0,No earmark
Lucas do Rio Verde/MT,1,0.0,No earmark
Luciara/MT,2,0.0,No earmark
Nobres/MT,1,0.0,No earmark
Nossa Senhora do Livramento/MT,2,0.0,No earmark
Nova Bandeirantes/MT,3,0.0,No earmark
Nova Nazaré/MT,1,0.0,No earmark
Nova Brasilândia/MT,1,0.0,No earmark
Nova Olímpia/MT,1,0.0,No earmark
Paranatinga/MT,1,0.0,No earmark
Novo Santo Antônio/MT,1,0.0,No earmark
Peixoto de Azevedo/MT,1,0.0,No earmark
Poconé/MT,1,0.0,No earmark
Porto Alegre do Norte/MT,1,0.0,No earmark
Rio Branco/MT,1,0.0,No earmark
São José do Rio Claro/MT,1,0.0,No earmark
Rondonópolis/MT,1,0.0,No earmark
Salto do Céu/MT,1,0.0,No earmark
São Félix do Araguaia/MT,1,0.0,No earmark
Sinop/MT,1,0.0,No earmark
Sorriso/MT,3,0.0,No earmark
Tabaporã/MT,1,0.0,No earmark
Tangará da Serra/MT,2,0.0,No earmark
Tapurah/MT,1,0.0,No earmark
União do Sul/MT,1,0.0,No earmark
Várzea Grande/MT,2,14000000.0,Received
Vila Rica/MT,3,0.0,No earmark
Águas Lindas de Goiás/GO,1,0.0,No earmark
Alvorada do Norte/GO,1,0.0,No earmark
Anápolis/GO,1,0.0,No earmark
Anicuns/GO,1,0.0,No earmark
Aparecida de Goiânia/GO,2,0.0,No earmark
Caldas Novas/GO,2,0.0,No earmark
Campinaçu/GO,1,0.0,No earmark
Cavalcante/GO,1,0.0,No earmark
Corumbá de Goiás/GO,1,0.0,No earmark
Faina/GO,1,0.0,No earmark
Flores de Goiás/GO,1,0.0,No earmark
Formosa/GO,2,0.0,No earmark
Goiânia/GO,4,0.0,No earmark
Guarinos/GO,3,0.0,No earmark
Iaciara/GO,1,0.0,No earmark
Itaberaí/GO,1,0.0,No earmark
Itumbiara/GO,1,0.0,No earmark
Luziânia/GO,5,0.0,No earmark
Mambaí/GO,1,0.0,No earmark
Mineiros/GO,5,0.0,No earmark
Morrinhos/GO,1,0.0,No earmark
Novo Gama/GO,2,0.0,No earmark
Planaltina/GO,2,0.0,No earmark
Posse/GO,1,0.0,No earmark
Rubiataba/GO,1,0.0,No earmark
Santa Terezinha de Goiás/GO,1,0.0,No earmark
Santo Antônio do Descoberto/GO,4,0.0,No earmark
São Simão/GO,1,0.0,No earmark
Senador Canedo/GO,2,0.0,No earmark
Simolândia/GO,1,0.0,No earmark
Uirapuru/GO,2,0.0,No earmark
Uruana/GO,1,0.0,No earmark
Valparaíso de Goiás/GO,1,0.0,No earmark
Brasília/DF,1,0.0,No earmark
